"shipment_id","supply_date","supply_month","mountain_region","company_name","goods_category","quantity_shipped","demand_level","route_difficulty","distance_km","altitude_meters","vehicle_type","weather_condition","landslide_risk","logistics_upgrade","delivery_time_hours","delay_hours","fuel_cost","driver_cost","maintenance_cost","revenue","total_cost","profit","profit_margin","customer_satisfaction","delivery_status","cost_per_km","revenue_per_unit","profit_per_unit","route_efficiency_score","risk_score","profit_category","operational_performance_rating","delay_category","revenue_category","efficiency_category"
"SH0165","2025-07-29","July","Chamoli","MountainLink Transport","Food Supplies",86,"Low","Medium",94,3389,"Mini Truck","Rain","High","No",11,7,5094.0,2266.0,2270.0,33909.0,9630.0,24279.0,0.716,3.8,"Delayed",102.45,394.29,86.0,25828.72,5,"Low Profit","Poor","Severe Delay","Basic","Medium"
"SH0166","2025-07-21","July","Yamunotri","SnowPeak Logistics","Food Supplies",711,"High","Medium",51,1976,"Pickup Van","Clear","Medium","Yes",4,0,3455.0,5104.0,2992.0,63371.0,11551.0,51820.0,0.8177,5.0,"On Time",226.49,89.13,711.0,101607.84,4,"High Profit","Excellent","No Delay","Standard","High"
"SH0167","2025-01-15","January","Uttarkashi","SnowPeak Logistics","Fuel & Energy",529,"Low","Medium",72,2346,"Truck","Clear","Medium","No",4,0,8895.0,3156.0,921.0,65603.0,12972.0,52631.0,0.8023,4.8,"On Time",180.17,124.01,529.0,73098.61,4,"High Profit","Excellent","No Delay","Standard","High"
"SH0168","2025-06-20","June","Munsiyari","Himalayan Freight","Trekking Equipment",589,"Medium","Easy",217,1945,"Mini Truck","Rain","Low","Yes",11,1,4416.0,1889.0,1182.0,54884.0,7487.0,47397.0,0.8636,4.8,"On Time",34.5,93.18,589.0,21841.94,2,"Medium Profit","Excellent","Minor Delay","Standard","Low"
"SH0169","2025-04-02","April","Munsiyari","Everest Cargo Solutions","Medical Supplies",165,"Low","Medium",195,3795,"Off-road Vehicle","Clear","Low","Yes",9,0,5667.0,3897.0,2026.0,37619.0,11590.0,26029.0,0.6919,5.0,"On Time",59.44,227.99,165.0,13348.21,3,"Medium Profit","Excellent","No Delay","Basic","Low"
"SH0170","2025-11-09","November","Valley of Flowers","Altitude Movers","Trekking Equipment",764,"Medium","Medium",103,3935,"Truck","Rain","Medium","No",8,3,4030.0,5218.0,2136.0,72819.0,11384.0,61435.0,0.8437,4.3,"On Time",110.52,95.31,764.0,59645.63,4,"High Profit","Good","Moderate Delay","Premium","High"
"SH0171","2025-01-07","January","Hemkund Sahib","PeakRoute Supply","Construction Material",297,"Medium","Hard",356,4089,"Truck","Clear","High","Yes",19,2,8048.0,2434.0,4039.0,56793.0,14521.0,42272.0,0.7443,4.7,"On Time",40.79,191.22,297.0,11874.16,6,"Medium Profit","Excellent","Minor Delay","Standard","Low"
"SH0172","2025-10-09","October","Pithoragarh","MountainLink Transport","Medical Supplies",587,"Low","Medium",385,4366,"Mini Truck","Rain","Low","Yes",19,0,5683.0,4254.0,1944.0,50308.0,11881.0,38427.0,0.7638,5.0,"On Time",30.86,85.7,587.0,9981.04,3,"Medium Profit","Excellent","No Delay","Standard","Low"
"SH0173","2025-12-12","December","Badrinath","Himalayan Freight","Trekking Equipment",738,"Medium","Hard",297,2087,"Off-road Vehicle","Snow","Low","No",24,10,8149.0,1858.0,5162.0,35403.0,15169.0,20234.0,0.5715,3.3,"Delayed",51.07,47.97,738.0,6812.79,4,"Low Profit","Poor","Severe Delay","Basic","Low"
"SH0174","2025-07-27","July","Pithoragarh","PeakRoute Supply","Construction Material",661,"Medium","Hard",238,2440,"Mini Truck","Clear","High","No",15,4,8822.0,2862.0,2784.0,28344.0,14468.0,13876.0,0.4896,4.2,"On Time",60.79,42.88,661.0,5830.25,6,"Low Profit","Good","Moderate Delay","Basic","Low"
"SH0175","2025-01-23","January","Spiti","PeakRoute Supply","Food Supplies",706,"Medium","Medium",66,5183,"Mini Truck","Rain","Medium","Yes",4,0,4633.0,2242.0,1573.0,64216.0,8448.0,55768.0,0.8684,5.0,"On Time",128.0,90.96,706.0,84496.97,4,"High Profit","Excellent","No Delay","Standard","High"
"SH0176","2025-04-13","April","Auli","Everest Cargo Solutions","Fuel & Energy",317,"Low","Hard",57,1567,"Off-road Vehicle","Clear","Low","Yes",4,0,10580.0,3218.0,3244.0,24019.0,17042.0,6977.0,0.2905,5.0,"On Time",298.98,75.77,317.0,12240.35,4,"Low Profit","Average","No Delay","Basic","Low"
"SH0177","2025-06-27","June","Kedarnath","Altitude Movers","Construction Material",155,"High","Hard",334,1590,"Mini Truck","Rain","High","No",25,9,10128.0,1096.0,1746.0,50336.0,12970.0,37366.0,0.7423,3.5,"Delayed",38.83,324.75,155.0,11187.43,6,"Medium Profit","Poor","Severe Delay","Standard","Low"
"SH0178","2025-12-12","December","Tungnath","MountainLink Transport","Medical Supplies",871,"Medium","Medium",268,4868,"Off-road Vehicle","Rain","Medium","Yes",15,2,6113.0,4990.0,1361.0,69101.0,12464.0,56637.0,0.8196,4.8,"On Time",46.51,79.34,871.0,21133.21,4,"High Profit","Excellent","Minor Delay","Standard","Low"
"SH0179","2025-06-20","June","Auli","MountainLink Transport","Trekking Equipment",159,"Medium","Medium",210,1979,"Pickup Van","Clear","Medium","No",10,0,4248.0,2491.0,581.0,63529.0,7320.0,56209.0,0.8848,4.8,"On Time",34.86,399.55,159.0,26766.19,4,"High Profit","Excellent","No Delay","Standard","Medium"
"SH0180","2025-08-27","August","Leh","Altitude Movers","Retail Goods",595,"Low","Medium",155,3514,"Truck","Snow","Medium","Yes",12,5,4480.0,4599.0,2924.0,47773.0,12003.0,35770.0,0.7487,4.2,"Delayed",77.44,80.29,595.0,23077.42,4,"Medium Profit","Average","Moderate Delay","Standard","Low"
"SH0181","2025-10-03","October","Roopkund","MountainLink Transport","Trekking Equipment",349,"High","Medium",372,1900,"Pickup Van","Clear","Medium","Yes",18,0,3072.0,5269.0,2283.0,24058.0,10624.0,13434.0,0.5584,5.0,"On Time",28.56,68.93,349.0,3611.29,4,"Low Profit","Excellent","No Delay","Basic","Low"
"SH0182","2025-08-12","August","Kedarnath","MountainLink Transport","Trekking Equipment",939,"Medium","Medium",65,4707,"Pickup Van","Rain","Medium","No",6,3,8157.0,2506.0,2513.0,16287.0,13176.0,3111.0,0.191,4.3,"On Time",202.71,17.35,939.0,4786.15,4,"Low Profit","Poor","Moderate Delay","Basic","Low"
"SH0183","2025-10-10","October","Gangotri","PeakRoute Supply","Medical Supplies",692,"High","Medium",343,3849,"Mini Truck","Snow","Medium","No",24,7,7294.0,2335.0,2563.0,39319.0,12192.0,27127.0,0.6899,3.9,"Delayed",35.55,56.82,692.0,7908.75,4,"Medium Profit","Poor","Severe Delay","Basic","Low"
"SH0184","2025-10-06","October","Gangotri","Himalayan Freight","Construction Material",136,"High","Medium",332,1567,"Pickup Van","Clear","Low","No",17,1,3383.0,3292.0,2620.0,50734.0,9295.0,41439.0,0.8168,4.6,"On Time",28.0,373.04,136.0,12481.63,3,"Medium Profit","Excellent","Minor Delay","Standard","Low"
"SH0185","2025-07-28","July","Munsiyari","Altitude Movers","Trekking Equipment",109,"Low","Hard",326,3014,"Truck","Fog","Medium","No",19,3,6959.0,2797.0,1834.0,49687.0,11590.0,38097.0,0.7667,4.3,"On Time",35.55,455.84,109.0,11686.2,5,"Medium Profit","Good","Moderate Delay","Standard","Low"
"SH0186","2025-08-03","August","Yamunotri","Altitude Movers","Trekking Equipment",973,"Medium","Hard",156,2706,"Off-road Vehicle","Clear","Low","No",9,2,8788.0,5103.0,4141.0,52276.0,18032.0,34244.0,0.6551,4.5,"On Time",115.59,53.73,973.0,21951.28,4,"Medium Profit","Excellent","Minor Delay","Standard","Low"
"SH0187","2025-04-11","April","Roopkund","PeakRoute Supply","Fuel & Energy",736,"Medium","Medium",348,4683,"Mini Truck","Clear","Medium","Yes",17,0,4677.0,2763.0,2155.0,52580.0,9595.0,42985.0,0.8175,5.0,"On Time",27.57,71.44,736.0,12352.01,4,"Medium Profit","Excellent","No Delay","Standard","Low"
"SH0188","2025-01-05","January","Badrinath","Himalayan Freight","Construction Material",729,"High","Easy",193,3785,"Pickup Van","Snow","Low","Yes",16,7,4240.0,3350.0,2916.0,37069.0,10506.0,26563.0,0.7166,4.0,"Delayed",54.44,50.85,729.0,13763.21,2,"Medium Profit","Poor","Severe Delay","Basic","Low"
"SH0189","2025-12-17","December","Pithoragarh","Himalayan Freight","Fuel & Energy",587,"High","Medium",107,4502,"Truck","Rain","Medium","No",11,6,4578.0,2628.0,1089.0,53468.0,8295.0,45173.0,0.8449,3.9,"Delayed",77.52,91.09,587.0,42217.76,4,"Medium Profit","Average","Severe Delay","Standard","Medium"
"SH0190","2025-04-30","April","Leh","Himalayan Freight","Retail Goods",598,"Low","Medium",277,3598,"Off-road Vehicle","Rain","Medium","No",17,4,7566.0,4412.0,2210.0,79571.0,14188.0,65383.0,0.8217,4.2,"On Time",51.22,133.06,598.0,23603.97,4,"High Profit","Good","Moderate Delay","Premium","Low"
"SH0191","2025-11-09","November","Yamunotri","SnowPeak Logistics","Trekking Equipment",406,"Low","Medium",301,3788,"Truck","Clear","Medium","No",15,0,3811.0,5374.0,1863.0,62388.0,11048.0,51340.0,0.8229,4.8,"On Time",36.7,153.67,406.0,17056.48,4,"High Profit","Excellent","No Delay","Standard","Low"
"SH0192","2025-02-20","February","Hemkund Sahib","Himalayan Freight","Retail Goods",551,"Low","Medium",338,2528,"Truck","Snow","Low","No",22,6,6254.0,2939.0,3406.0,19951.0,12599.0,7352.0,0.3685,3.9,"Delayed",37.28,36.21,551.0,2175.15,3,"Low Profit","Average","Severe Delay","Basic","Low"
"SH0193","2025-07-28","July","Roopkund","Altitude Movers","Food Supplies",486,"Low","Medium",182,5011,"Off-road Vehicle","Clear","Medium","No",9,0,6241.0,1218.0,2230.0,28603.0,9689.0,18914.0,0.6613,4.8,"On Time",53.24,58.85,486.0,10392.31,4,"Low Profit","Excellent","No Delay","Basic","Low"
"SH0194","2025-02-08","February","Gangotri","PeakRoute Supply","Fuel & Energy",141,"Low","Medium",132,1511,"Off-road Vehicle","Clear","Low","No",7,1,8590.0,2279.0,701.0,47946.0,11570.0,36376.0,0.7587,4.6,"On Time",87.65,340.04,141.0,27557.58,3,"Medium Profit","Excellent","Minor Delay","Standard","Medium"
"SH0195","2025-03-31","March","Uttarkashi","PeakRoute Supply","Food Supplies",344,"Low","Medium",395,4839,"Truck","Rain","Medium","No",24,5,6947.0,3384.0,863.0,68511.0,11194.0,57317.0,0.8366,4.0,"Delayed",28.34,199.16,344.0,14510.63,4,"High Profit","Average","Moderate Delay","Standard","Low"
"SH0196","2025-12-31","December","Roopkund","Altitude Movers","Medical Supplies",249,"Medium","Medium",273,3837,"Truck","Snow","Medium","No",19,6,3097.0,2062.0,2788.0,51162.0,7947.0,43215.0,0.8447,4.0,"Delayed",29.11,205.47,249.0,15829.67,4,"Medium Profit","Average","Severe Delay","Standard","Low"
"SH0197","2025-10-02","October","Munsiyari","SnowPeak Logistics","Retail Goods",447,"Low","Medium",288,2710,"Truck","Clear","Low","No",16,2,6609.0,2950.0,1427.0,62399.0,10986.0,51413.0,0.8239,4.5,"On Time",38.15,139.6,447.0,17851.74,3,"High Profit","Excellent","Minor Delay","Standard","Low"
"SH0198","2025-08-27","August","Chamoli","Everest Cargo Solutions","Construction Material",274,"High","Medium",229,2342,"Mini Truck","Rain","Low","Yes",13,2,5781.0,4907.0,1267.0,68749.0,11955.0,56794.0,0.8261,4.7,"On Time",52.21,250.91,274.0,24800.87,3,"High Profit","Excellent","Minor Delay","Standard","Low"
"SH0199","2025-03-15","March","Badrinath","Altitude Movers","Trekking Equipment",745,"High","Medium",136,2384,"Mini Truck","Rain","Medium","Yes",8,2,5649.0,5776.0,2120.0,52275.0,13545.0,38730.0,0.7409,4.7,"On Time",99.6,70.17,745.0,28477.94,4,"Medium Profit","Excellent","Minor Delay","Standard","Medium"
"SH0200","2025-04-20","April","Chamoli","MountainLink Transport","Food Supplies",284,"High","Hard",155,2333,"Pickup Van","Rain","Medium","Yes",8,1,6986.0,2927.0,3211.0,79925.0,13124.0,66801.0,0.8358,4.8,"On Time",84.67,281.43,284.0,43097.42,5,"High Profit","Excellent","Minor Delay","Premium","Medium"
"SH0201","2025-07-09","July","Badrinath","Himalayan Freight","Retail Goods",757,"Low","Medium",142,3130,"Off-road Vehicle","Rain","High","Yes",10,3,8469.0,4323.0,2993.0,44310.0,15785.0,28525.0,0.6438,4.5,"On Time",111.16,58.53,757.0,20088.03,5,"Medium Profit","Good","Moderate Delay","Standard","Low"
"SH0202","2025-01-16","January","Roopkund","Altitude Movers","Trekking Equipment",647,"Medium","Easy",198,2183,"Mini Truck","Rain","Low","Yes",11,2,6139.0,2110.0,1003.0,41592.0,9252.0,32340.0,0.7776,4.7,"On Time",46.73,64.28,647.0,16333.33,2,"Medium Profit","Excellent","Minor Delay","Standard","Low"
"SH0203","2025-04-07","April","Kedarnath","MountainLink Transport","Retail Goods",528,"Low","Medium",155,1801,"Truck","Clear","Low","No",9,2,7072.0,4935.0,2300.0,63638.0,14307.0,49331.0,0.7752,4.5,"On Time",92.3,120.53,528.0,31826.45,3,"Medium Profit","Excellent","Minor Delay","Standard","Medium"
"SH0204","2025-09-30","September","Leh","Everest Cargo Solutions","Food Supplies",187,"High","Hard",323,2161,"Off-road Vehicle","Clear","Low","Yes",16,0,8237.0,5333.0,3307.0,36336.0,16877.0,19459.0,0.5355,5.0,"On Time",52.25,194.31,187.0,6024.46,4,"Low Profit","Excellent","No Delay","Basic","Low"
"SH0205","2025-08-26","August","Auli","Himalayan Freight","Fuel & Energy",488,"Medium","Hard",122,2788,"Pickup Van","Clear","Medium","Yes",6,0,10593.0,1526.0,3776.0,22285.0,15895.0,6390.0,0.2867,5.0,"On Time",130.29,45.67,488.0,5237.7,5,"Low Profit","Average","No Delay","Basic","Low"
"SH0206","2025-10-22","October","Gangotri","PeakRoute Supply","Fuel & Energy",117,"Medium","Hard",66,3104,"Pickup Van","Snow","Low","No",12,9,9237.0,1748.0,4583.0,26120.0,15568.0,10552.0,0.404,3.5,"Delayed",235.88,223.25,117.0,15987.88,4,"Low Profit","Poor","Severe Delay","Basic","Low"
"SH0207","2025-03-21","March","Yamunotri","PeakRoute Supply","Trekking Equipment",186,"High","Medium",163,1650,"Truck","Rain","Low","Yes",10,2,6491.0,3510.0,1224.0,24323.0,11225.0,13098.0,0.5385,4.7,"On Time",68.87,130.77,186.0,8035.58,3,"Low Profit","Excellent","Minor Delay","Basic","Low"
"SH0208","2025-08-17","August","Valley of Flowers","Himalayan Freight","Medical Supplies",237,"Medium","Easy",133,1969,"Off-road Vehicle","Snow","Low","No",10,4,6824.0,2325.0,4122.0,44867.0,13271.0,31596.0,0.7042,4.3,"On Time",99.78,189.31,237.0,23756.39,2,"Medium Profit","Good","Moderate Delay","Standard","Low"
"SH0209","2025-10-22","October","Kedarnath","SnowPeak Logistics","Medical Supplies",217,"Medium","Easy",302,4008,"Pickup Van","Rain","Low","Yes",18,3,6830.0,4546.0,1479.0,90411.0,12855.0,77556.0,0.8578,4.6,"On Time",42.57,416.64,217.0,25680.79,2,"High Profit","Good","Moderate Delay","Premium","Medium"
"SH0210","2025-09-25","September","Auli","PeakRoute Supply","Medical Supplies",611,"Medium","Medium",260,3786,"Mini Truck","Snow","Low","No",16,3,4769.0,4211.0,3399.0,53143.0,12379.0,40764.0,0.7671,4.4,"On Time",47.61,86.98,611.0,15678.46,3,"Medium Profit","Good","Moderate Delay","Standard","Low"
"SH0211","2025-06-26","June","Spiti","Everest Cargo Solutions","Construction Material",596,"Medium","Hard",304,4651,"Off-road Vehicle","Clear","Medium","Yes",15,0,5411.0,5582.0,3035.0,60389.0,14028.0,46361.0,0.7677,5.0,"On Time",46.14,101.32,596.0,15250.33,5,"Medium Profit","Excellent","No Delay","Standard","Low"
"SH0212","2025-02-09","February","Munsiyari","PeakRoute Supply","Construction Material",166,"Medium","Medium",97,2110,"Pickup Van","Clear","High","No",7,3,4239.0,3661.0,1658.0,70329.0,9558.0,60771.0,0.8641,4.3,"On Time",98.54,423.67,166.0,62650.52,5,"High Profit","Good","Moderate Delay","Premium","High"
"SH0213","2025-07-31","July","Auli","Everest Cargo Solutions","Retail Goods",479,"Medium","Medium",233,3567,"Mini Truck","Rain","High","No",20,9,5203.0,1670.0,2065.0,78829.0,8938.0,69891.0,0.8866,3.5,"Delayed",38.36,164.57,479.0,29996.14,5,"High Profit","Poor","Severe Delay","Premium","Medium"
"SH0214","2025-11-22","November","Gangotri","Himalayan Freight","Trekking Equipment",69,"Medium","Easy",106,3383,"Off-road Vehicle","Clear","Low","No",5,0,4028.0,2624.0,2212.0,60723.0,8864.0,51859.0,0.854,4.8,"On Time",83.62,880.04,69.0,48923.58,2,"High Profit","Excellent","No Delay","Standard","Medium"
"SH0215","2025-08-04","August","Hemkund Sahib","Everest Cargo Solutions","Construction Material",111,"Medium","Easy",292,3896,"Off-road Vehicle","Rain","Medium","No",18,4,2444.0,1770.0,1594.0,38831.0,5808.0,33023.0,0.8504,4.2,"On Time",19.89,349.83,111.0,11309.25,3,"Medium Profit","Good","Moderate Delay","Basic","Low"
"SH0216","2025-05-28","May","Hemkund Sahib","PeakRoute Supply","Construction Material",268,"High","Medium",309,3338,"Off-road Vehicle","Clear","Low","Yes",15,0,5360.0,3005.0,2797.0,32727.0,11162.0,21565.0,0.6589,5.0,"On Time",36.12,122.12,268.0,6978.96,3,"Low Profit","Excellent","No Delay","Basic","Low"
"SH0217","2025-10-22","October","Tungnath","Everest Cargo Solutions","Retail Goods",294,"Medium","Medium",308,1787,"Mini Truck","Rain","Medium","Yes",19,4,5023.0,5059.0,2035.0,73609.0,12117.0,61492.0,0.8354,4.4,"On Time",39.34,250.37,294.0,19964.94,4,"High Profit","Good","Moderate Delay","Premium","Low"
"SH0218","2025-03-20","March","Roopkund","MountainLink Transport","Trekking Equipment",953,"High","Medium",201,4338,"Truck","Rain","Medium","No",13,3,6690.0,1139.0,1670.0,66876.0,9499.0,57377.0,0.858,4.3,"On Time",47.26,70.17,953.0,28545.77,4,"High Profit","Good","Moderate Delay","Standard","Medium"
"SH0219","2025-08-22","August","Spiti","Altitude Movers","Trekking Equipment",983,"High","Medium",52,1946,"Truck","Rain","Low","Yes",4,2,7394.0,5725.0,947.0,31411.0,14066.0,17345.0,0.5522,4.7,"On Time",270.5,31.95,983.0,33355.77,3,"Low Profit","Excellent","Minor Delay","Basic","Medium"
"SH0220","2025-07-05","July","Pithoragarh","Himalayan Freight","Retail Goods",970,"Medium","Hard",171,3907,"Mini Truck","Rain","Medium","No",14,6,6408.0,2123.0,3844.0,22489.0,12375.0,10114.0,0.4497,3.9,"Delayed",72.37,23.18,970.0,5914.62,5,"Low Profit","Average","Severe Delay","Basic","Low"
"SH0221","2025-05-21","May","Valley of Flowers","MountainLink Transport","Construction Material",876,"High","Hard",269,4698,"Truck","Clear","Low","No",14,1,7466.0,4580.0,2965.0,59143.0,15011.0,44132.0,0.7462,4.6,"On Time",55.8,67.51,876.0,16405.95,4,"Medium Profit","Excellent","Minor Delay","Standard","Low"
"SH0222","2025-10-01","October","Valley of Flowers","Altitude Movers","Trekking Equipment",836,"Medium","Easy",234,4934,"Truck","Rain","Medium","No",17,6,5189.0,2295.0,2367.0,71417.0,9851.0,61566.0,0.8621,3.9,"Delayed",42.1,85.43,836.0,26310.26,3,"High Profit","Average","Severe Delay","Premium","Medium"
"SH0223","2025-10-24","October","Spiti","PeakRoute Supply","Construction Material",778,"Low","Medium",298,2117,"Mini Truck","Fog","Low","Yes",15,1,7853.0,2407.0,943.0,20287.0,11203.0,9084.0,0.4478,4.8,"On Time",37.59,26.08,778.0,3048.32,3,"Low Profit","Good","Minor Delay","Basic","Low"
"SH0224","2025-06-02","June","Hemkund Sahib","PeakRoute Supply","Fuel & Energy",489,"High","Easy",58,3559,"Pickup Van","Rain","Medium","Yes",4,2,7894.0,5880.0,1956.0,22587.0,15730.0,6857.0,0.3036,4.7,"On Time",271.21,46.19,489.0,11822.41,3,"Low Profit","Average","Minor Delay","Basic","Low"
"SH0225","2025-05-27","May","Yamunotri","MountainLink Transport","Fuel & Energy",616,"Low","Medium",271,5253,"Truck","Rain","Medium","No",16,3,4955.0,5097.0,2192.0,39086.0,12244.0,26842.0,0.6867,4.3,"On Time",45.18,63.45,616.0,9904.8,4,"Medium Profit","Good","Moderate Delay","Basic","Low"
"SH0226","2025-08-21","August","Gangotri","Altitude Movers","Medical Supplies",449,"Low","Medium",395,4632,"Pickup Van","Rain","Low","Yes",21,2,5157.0,5908.0,2632.0,87433.0,13697.0,73736.0,0.8433,4.8,"On Time",34.68,194.73,449.0,18667.34,3,"High Profit","Excellent","Minor Delay","Premium","Low"
"SH0227","2025-06-28","June","Badrinath","SnowPeak Logistics","Medical Supplies",560,"High","Easy",183,4066,"Pickup Van","Rain","Low","Yes",9,0,2985.0,2359.0,654.0,72728.0,5998.0,66730.0,0.9175,5.0,"On Time",32.78,129.87,560.0,36464.48,2,"High Profit","Excellent","No Delay","Premium","Medium"
"SH0228","2025-11-09","November","Hemkund Sahib","Everest Cargo Solutions","Medical Supplies",391,"Medium","Easy",184,5112,"Truck","Clear","Low","No",11,2,7467.0,2007.0,2323.0,61115.0,11797.0,49318.0,0.807,4.6,"On Time",64.11,156.3,391.0,26803.26,2,"Medium Profit","Excellent","Minor Delay","Standard","Medium"
"SH0229","2025-12-25","December","Gangotri","Altitude Movers","Food Supplies",797,"High","Easy",338,3659,"Truck","Snow","Low","No",20,4,7433.0,2629.0,3914.0,75667.0,13976.0,61691.0,0.8153,4.2,"On Time",41.35,94.94,797.0,18251.78,2,"High Profit","Good","Moderate Delay","Premium","Low"
"SH0230","2025-06-29","June","Tungnath","PeakRoute Supply","Retail Goods",942,"High","Medium",335,1949,"Pickup Van","Clear","Low","No",17,1,3244.0,5794.0,2696.0,47152.0,11734.0,35418.0,0.7511,4.6,"On Time",35.03,50.06,942.0,10572.54,3,"Medium Profit","Excellent","Minor Delay","Standard","Low"
"SH0231","2025-02-12","February","Spiti","Altitude Movers","Fuel & Energy",756,"High","Easy",193,2449,"Mini Truck","Rain","Medium","No",13,4,5323.0,2530.0,509.0,37514.0,8362.0,29152.0,0.7771,4.2,"On Time",43.33,49.62,756.0,15104.66,3,"Medium Profit","Good","Moderate Delay","Basic","Low"
"SH0232","2025-08-28","August","Spiti","Everest Cargo Solutions","Food Supplies",825,"High","Easy",224,3557,"Mini Truck","Clear","Medium","No",11,0,2209.0,5972.0,647.0,47278.0,8828.0,38450.0,0.8133,4.8,"On Time",39.41,57.31,825.0,17165.18,3,"Medium Profit","Excellent","No Delay","Standard","Low"
"SH0233","2025-07-23","July","Kedarnath","Himalayan Freight","Construction Material",544,"High","Hard",378,2250,"Pickup Van","Clear","Low","Yes",18,0,8035.0,4400.0,3796.0,67602.0,16231.0,51371.0,0.7599,5.0,"On Time",42.94,124.27,544.0,13590.21,4,"High Profit","Excellent","No Delay","Standard","Low"
"SH0234","2025-10-08","October","Roopkund","MountainLink Transport","Trekking Equipment",108,"Medium","Medium",287,2380,"Off-road Vehicle","Clear","Low","No",16,2,6605.0,2876.0,2316.0,35072.0,11797.0,23275.0,0.6636,4.5,"On Time",41.1,324.74,108.0,8109.76,3,"Low Profit","Excellent","Minor Delay","Basic","Low"
"SH0235","2025-08-28","August","Hemkund Sahib","Himalayan Freight","Construction Material",647,"High","Medium",117,2140,"Off-road Vehicle","Snow","Medium","Yes",11,6,8946.0,1712.0,2250.0,20018.0,12908.0,7110.0,0.3552,4.1,"Delayed",110.32,30.94,647.0,6076.92,4,"Low Profit","Average","Severe Delay","Basic","Low"
"SH0236","2025-05-29","May","Spiti","PeakRoute Supply","Medical Supplies",809,"Low","Medium",359,3932,"Truck","Clear","Low","Yes",17,0,7378.0,1257.0,1287.0,61657.0,9922.0,51735.0,0.8391,5.0,"On Time",27.64,76.21,809.0,14410.86,3,"High Profit","Excellent","No Delay","Standard","Low"
"SH0237","2025-06-06","June","Hemkund Sahib","Altitude Movers","Food Supplies",666,"Medium","Easy",57,2733,"Mini Truck","Clear","High","Yes",4,0,3403.0,4583.0,670.0,60185.0,8656.0,51529.0,0.8562,5.0,"On Time",151.86,90.37,666.0,90401.75,4,"High Profit","Excellent","No Delay","Standard","High"
"SH0238","2025-09-15","September","Hemkund Sahib","Altitude Movers","Trekking Equipment",98,"Low","Medium",52,3484,"Mini Truck","Clear","Low","No",4,0,5251.0,5658.0,833.0,22651.0,11742.0,10909.0,0.4816,4.8,"On Time",225.81,231.13,98.0,20978.85,3,"Low Profit","Good","No Delay","Basic","Low"
"SH0239","2025-11-28","November","Kedarnath","Everest Cargo Solutions","Food Supplies",244,"Medium","Hard",283,4064,"Off-road Vehicle","Rain","Medium","No",16,2,8732.0,3159.0,2474.0,18671.0,14365.0,4306.0,0.2306,4.5,"On Time",50.76,76.52,244.0,1521.55,5,"Low Profit","Average","Minor Delay","Basic","Low"
"SH0240","2025-02-17","February","Yamunotri","Himalayan Freight","Fuel & Energy",563,"High","Easy",61,4370,"Off-road Vehicle","Snow","Low","Yes",9,6,5629.0,4047.0,2100.0,66210.0,11776.0,54434.0,0.8221,4.1,"Delayed",193.05,117.6,563.0,89236.07,2,"High Profit","Average","Severe Delay","Standard","High"
"SH0241","2025-04-09","April","Uttarkashi","Himalayan Freight","Retail Goods",571,"High","Easy",187,1553,"Truck","Rain","Medium","No",13,4,6706.0,3774.0,2305.0,43306.0,12785.0,30521.0,0.7048,4.2,"On Time",68.37,75.84,571.0,16321.39,3,"Medium Profit","Good","Moderate Delay","Standard","Low"
"SH0242","2025-06-27","June","Uttarkashi","Everest Cargo Solutions","Food Supplies",707,"High","Medium",352,2883,"Truck","Rain","Low","No",18,1,6730.0,3481.0,2276.0,36583.0,12487.0,24096.0,0.6587,4.6,"On Time",35.47,51.74,707.0,6845.45,3,"Low Profit","Excellent","Minor Delay","Basic","Low"
"SH0243","2025-01-15","January","Valley of Flowers","PeakRoute Supply","Construction Material",586,"Medium","Medium",320,4299,"Truck","Clear","Low","No",18,2,3679.0,2896.0,1016.0,66701.0,7591.0,59110.0,0.8862,4.5,"On Time",23.72,113.82,586.0,18471.88,3,"High Profit","Excellent","Minor Delay","Standard","Low"
"SH0244","2025-06-09","June","Spiti","Himalayan Freight","Trekking Equipment",968,"Low","Medium",363,1668,"Pickup Van","Clear","Medium","Yes",18,0,3392.0,2724.0,1388.0,63433.0,7504.0,55929.0,0.8817,5.0,"On Time",20.67,65.53,968.0,15407.44,4,"High Profit","Excellent","No Delay","Standard","Low"
"SH0245","2025-07-13","July","Yamunotri","Altitude Movers","Construction Material",611,"Low","Medium",351,3802,"Pickup Van","Clear","Low","Yes",17,0,8269.0,1242.0,2069.0,67971.0,11580.0,56391.0,0.8296,5.0,"On Time",32.99,111.25,611.0,16065.81,3,"High Profit","Excellent","No Delay","Standard","Low"
"SH0246","2025-03-23","March","Badrinath","SnowPeak Logistics","Food Supplies",184,"Medium","Medium",242,2873,"Off-road Vehicle","Clear","Low","Yes",12,0,5171.0,4684.0,2832.0,43083.0,12687.0,30396.0,0.7055,5.0,"On Time",52.43,234.15,184.0,12560.33,3,"Medium Profit","Excellent","No Delay","Standard","Low"
"SH0247","2025-11-24","November","Munsiyari","Everest Cargo Solutions","Retail Goods",365,"Low","Medium",192,3120,"Pickup Van","Clear","Low","Yes",9,0,8897.0,4790.0,2217.0,30894.0,15904.0,14990.0,0.4852,5.0,"On Time",82.83,84.64,365.0,7807.29,3,"Low Profit","Good","No Delay","Basic","Low"
